created_at,utm_source,utm_medium,extra_leads,tag
2024-09-05 10:27:00,yandex,cpc,"{16699695,19653806}",plan-python
2024-09-05 17:07:00,unisender,email,"{11454861,21354740}",become-analyst
2024-09-22 10:10:00,unisender,email,{15378039},web-2409
2024-09-24 15:32:00,Unisender,email,{5804161},web-2409
2024-09-24 16:04:00,telegram,bot-send,"{16638863,21141338,21960773,25014165}",web-2409
2024-10-22 14:12:00,telegram,paid-placement,"{17104677,17569777}",web-2310
2024-11-02 10:24:00,telegram,bot-send,"{16002555,16784777}",web-0611
2024-11-02 10:24:00,telegram,bot-send,{13166349},web-0611
2024-11-02 10:33:00,telegram,bot-send,{15924195},web-0611
2024-11-02 10:52:00,unisender,email,"{15921589,16766225,18451399}",web-0611
2024-11-02 10:57:00,unisender,email,{11980183},web-0611
2024-11-06 09:11:00,telegram,bot-send,"{16773339,17163457,18418999}",web-0611
2024-11-06 15:28:00,telegram,bot-send,{7366116},web-0611
2024-11-06 16:02:00,telegram,bot-send,{9327543},web-0611
2024-11-06 16:20:00,telegram,social,{13904427},web-0611
2024-11-06 17:12:00,unisender,email,"{15928337,19015561,19024235}",web-0611
2024-11-06 17:15:00,telegram,social,{11989079},web-0611
2024-11-06 19:38:00,telegram,bot-send,{17177205},web-0611
2024-11-08 08:34:00,telegram,bot-send,{15922359},web-1211
2024-11-08 12:13:00,telegram,bot-send,"{15999363,16775393}",web-1211
2024-11-09 03:16:00,telegram,social,"{7710743,14717267}",web-1211
2024-11-09 10:10:00,unisender,email,{11264135},web-1211
2024-11-11 17:15:00,telegram,social,"{11787181,12343743,25212617}",SPEC-DA-TEST-START
2024-11-11 17:26:00,telegram,social,{16397299},SPEC-DA-TEST-START
2024-11-11 17:31:00,telegram,social,{16397299},SPEC-DA-TEST
2024-11-11 17:44:00,telegram,social,"{8358657,16574417}",SPEC-DA-TEST-START
2024-11-11 17:51:00,telegram,social,"{8358657,16574417}",SPEC-DA-TEST
2024-11-11 17:54:00,telegram,bot-send,{15538843},web-1211
2024-11-11 18:05:00,telegram,social,"{16743379,19453462,21000955}",web-0611
2024-11-12 07:45:00,bloger,post,{15922633},web-1211
2024-11-12 15:44:00,telegram,bot-send,{16292997},web-1211
2024-11-12 16:10:00,telegram,bot-send,{15569467},web-1211
2024-11-13 13:48:00,unisender,email,"{16815989,19322542,20014965}",web-1211
2024-11-13 14:23:00,telegram,bot-send,"{17146035,17191367}",web-1211
2024-11-13 23:20:00,telegram,paid-placement,{15922897},web-1211
2024-11-13 23:21:00,telegram,social,"{7710743,14717267}",web-1211
2024-11-26 17:04:00,unisender,email,"{15927075,16695207,16773339,17310203,17631349,18418999,23553585}",web-2611
2024-11-26 17:34:00,telegram,bot-send,{17177205},web-2611
2024-11-27 12:23:00,telegram,paid-placement,"{15895095,16011643,19032967}",Кейс-АЦ
2024-11-29 08:52:00,unisender,email,{5825307},web-0412
2024-11-29 09:15:00,telegram,bot-send,{15536401},web-0412
2024-11-29 10:39:00,unisender,email,{13904427},web-0412
2024-12-02 09:51:00,unisender,email,"{16833811,16833813}",6 каверз
2024-12-02 10:15:00,unisender,email,"{17038527,17683033}",6 каверз
2024-12-02 10:43:00,telegram,bot-send,"{17104677,17569777}",6 каверз
2024-12-02 14:15:00,telegram,bot-send,{16531253},6 каверз
2024-12-03 05:30:00,telegram,social,{16743397},6 каверз
2024-12-04 15:03:00,telegram,social,"{16552793,17148487}",web-0412
2024-12-04 15:47:00,unisender,email,"{17146799,17328989}",6 каверз
2024-12-04 16:11:00,telegram,bot-send,"{15621747,16768801}",web-0412
2025-01-10 19:25:00,unisender,email,"{16002965,18672699}",web-1401
2025-01-23 11:15:00,telegram,bot-send,"{16170213,16978525}",portfolio ideas
2025-01-23 11:16:00,telegram,bot-send,{832697},portfolio ideas
2025-01-23 11:32:00,telegram,bot-send,"{17039433,17039435}",portfolio ideas
2025-01-23 13:10:00,telegram,bot-send,{16529035},portfolio ideas
2025-01-23 13:21:00,vkontakte,social,"{5809673,6441653,19725721,24714571}",web-2101
2023-12-19 11:44:00,telegram,,"{15916041,18583517}",Pandas-v1
2023-12-20 05:45:00,unisender,email,{16582491},Pandas-v1
2023-12-20 05:45:00,unisender,email,{16582491},Pandas-v1
2024-02-07 13:54:00,unisender,email,{15569323},6 каверз
2024-02-07 14:04:00,unisender,email,{5825207},6 каверз
2024-02-07 14:05:00,unisender,email,{5825207},6 каверз
2024-02-08 20:31:00,livedigital,video,"{15943891,16773887}",Студент
2024-03-16 18:53:00,telegram,bot-send,"{3817811,12210285,18900811,19630602}",08.03.2024
2024-03-23 14:52:00,instagram,cpa,{11537905},Workshop-RFM
2024-03-29 16:23:00,telegram,social,{15959625},DA-TEST
2024-09-14 09:57:00,unisender,email,{7366116},become-bi
2024-10-10 10:46:00,unisender,email,"{16275885,17101289}",web-power-bi
2024-10-26 07:33:00,unisender,email,"{16287273,16767225}",web-2910
2024-11-02 11:07:00,unisender,email,"{15950709,16529323,16770067}",web-0611
2024-11-02 11:09:00,telegram,social,{15935273},web-0611
2024-11-02 11:10:00,telegram,bot-send,"{15995043,16764165,18222859}",web-0611
2024-11-02 11:17:00,unisender,email,{16582491},web-0611
2024-11-02 11:41:00,unisender,email,"{15999339,16764375}",web-0611
2024-11-02 11:42:00,unisender,email,{17089011},web-0611
2024-11-02 12:00:00,telegram,social,"{5693721,16690195,18716943}",web-0611
2024-11-02 12:01:00,unisender,email,{16788821},web-0611
2024-11-02 12:10:00,telegram,bot-send,{7366116},web-0611
2024-11-02 13:02:00,telegram,bot-send,"{16531399,16771081}",web-0611
2024-11-02 13:07:00,telegram,social,{12481235},web-0611
2024-11-02 13:12:00,manager,,{15996447},web-0611
2024-11-02 13:40:00,unisender,email,"{15922681,16560611}",web-0611
2024-11-02 15:02:00,unisender,email,"{16531341,16775575}",web-0611
2024-11-02 15:02:00,unisender,email,"{16833811,16833813}",web-0611
2024-11-02 16:44:00,telegram,bot-send,{15922359},web-0611
2024-11-02 19:05:00,unisender,email,{15932451},web-0611
2024-11-02 19:57:00,telegram,bot-send,"{15549745,16778589}",web-0611
2024-11-02 22:02:00,telegram,bot-send,{5803341},web-0611
2024-11-02 22:03:00,telegram,bot-send,{5803341},web-power-bi
2024-11-02 22:06:00,telegram,bot-send,{5803341},web-2409
2024-11-02 22:47:00,unisender,email,{16078217},web-0611
2024-11-03 01:26:00,unisender,email,{16924767},web-0611
2024-11-03 01:53:00,unisender,email,{16547969},web-0611
2024-11-03 05:02:00,telegram,social,{16572265},web-0611
2024-11-03 07:52:00,unisender,email,"{5814679,20781819}",web-0611
2024-11-03 08:39:00,unisender,email,"{16784957,20490049}",web-0611
2024-11-03 09:08:00,unisender,email,{16743397},web-0611
2024-11-03 11:40:00,telegram,bot-send,{16542771},web-0611
2024-11-03 12:09:00,telegram,bot-send,"{15970405,16774017}",web-0611
2024-11-03 12:54:00,telegram,bot-send,{5801075},web-0611
2024-11-03 14:14:00,unisender,email,{2494413},web-0611
2024-11-03 21:40:00,telegram,bot-send,{16238231},web-0611
2024-11-04 04:19:00,telegram,bot-send,{14728903},web-0611
2024-11-04 08:54:00,telegram,bot-send,"{17064877,17101475}",web-0611
2024-11-04 09:41:00,telegram,social,{12367367},web-0611
2024-11-04 21:48:00,unisender,email,{9832301},web-0611
2024-11-05 11:09:00,telegram,bot-send,"{15208695,17145269,21719045}",web-0611
2024-11-05 13:21:00,unisender,email,"{15895095,16011643,19032967}",web-0611
2024-11-05 13:53:00,telegram,bot-send,{15538843},web-0611
2024-11-06 16:47:00,telegram,social,{16078217},web-0611
2024-11-06 17:22:00,telegram,social,"{17151787,17558471,21456436,21502670,21566010}",web-0611
2024-11-06 17:23:00,telegram,social,{11989079},web-0611
2024-11-06 17:33:00,telegram,bot-send,{17034101},web-0611
2024-11-08 08:21:00,telegram,bot-send,"{15943891,16773887}",web-1211
2024-11-12 16:00:00,telegram,social,{17118163},web-1211
2024-12-06 12:41:00,unisender,email,"{15208695,17145269,21719045}",web-1112
2024-12-11 08:08:00,telegram,bot-send,{16077105},web-1112
2024-12-11 16:01:00,telegram,paid-placement,{5804161},web-1112
2024-12-11 16:02:00,telegram,bot-send,{16016135},web-1112
2024-12-11 16:09:00,telegram,bot-send,"{9825095,23710543}",web-1112
2024-12-11 16:12:00,telegram,social,{17162981},web-1112
2024-12-11 16:13:00,telegram,social,{17162981},web-1112
2024-12-11 16:28:00,telegram,bot-send,"{5840561,16823375,17195057}",web-1112
2024-12-11 16:28:00,telegram,social,{11989079},web-1112
2024-12-11 16:28:00,unisender,email,{15744043},web-1112
2024-12-11 16:29:00,unisender,email,{15744043},web-1112
2024-12-11 16:29:00,unisender,email,"{15889391,16766247,19329846,20771041}",web-1112
2024-12-11 16:29:00,unisender,email,"{15889391,16766247,19329846,20771041}",web-1112
2024-12-11 16:32:00,telegram,social,{16765561},web-1112
2024-12-11 16:41:00,telegram,paid-placement,{16669409},web-1112
2024-12-11 16:45:00,unisender,email,{5807709},web-1112
2024-12-11 16:56:00,unisender,email,{15569323},web-1112
2024-12-11 16:56:00,unisender,email,{15569323},web-1112
2024-12-11 16:59:00,telegram,bot-send,"{17262125,17262127}",web-1112
2024-12-11 17:05:00,telegram,social,{11989079},web-1112
2024-12-11 17:35:00,telegram,social,"{7710743,14717267}",web-1112
2024-12-11 17:41:00,telegram,bot-send,"{15921749,16695207,16773339}",web-1112
2024-12-11 17:42:00,telegram,bot-send,{5799759},web-0412
2024-12-11 17:48:00,telegram,social,{11980183},abc-portfolio
2024-12-11 17:59:00,telegram,bot-send,{15538843},web-1112
2024-12-11 18:00:00,telegram,social,{15538843},web-1112
2024-12-11 18:00:00,telegram,social,{15538843},web-1112
2024-07-09 16:03:00,telegram,social,{15378039},web_09_07
2024-12-11 18:25:00,telegram,social,{17177205},abc-portfolio
2024-12-11 18:49:00,telegram,social,"{2200671,5806435,18084533,20586583}",abc-portfolio
2024-12-11 19:00:00,telegram,social,{16057487},abc-portfolio
2024-12-11 20:46:00,telegram,social,"{17156637,20605369,20764479}",web-1112
2024-12-11 22:29:00,telegram,bot-send,"{15927075,16695207,17631349,19006309}",web-1112
2024-12-11 23:14:00,telegram,social,"{16773339,17631349,18418999,23464085}",ROADMAP
2024-07-10 16:57:00,telegram,social,"{9164281,17166441}",Python-FREE
2024-12-12 07:27:00,telegram,social,{15569323},abc-portfolio
2024-12-12 08:07:00,telegram,bot-send,"{16561367,16766579,16864685,19270727}",web-1112
2024-12-12 08:10:00,unisender,email,"{12385357,24083235}",6 каверз
2024-08-18 09:05:00,unisender,email,"{16084991,16977925,18659265}",intensive-analyst
2024-12-12 12:23:00,telegram,social,"{16017013,16532045,18912267}",abc-portfolio
2024-12-13 18:58:00,telegram,bot-send,{16002315},web-1712
2024-08-18 09:06:00,unisender,email,"{16084991,16977925,18659265}",intensive-analyst
2024-12-17 16:11:00,,,"{17146903,20603317}",web-1712
2025-01-14 16:03:00,unisender,email,"{17146579,24244743}",web-1401
2025-01-14 18:57:00,telegram,bot-send,{15538843},web-1401
2025-01-14 18:57:00,telegram,bot-send,{15538843},web-1401
2025-01-14 19:10:00,telegram,bot-send,{16078217},DA-TEST-START
2025-01-14 19:17:00,telegram,bot-send,"{16312435,19011609}",web-1401
2024-09-17 16:17:00,telegram,bot-send,{15569467},become-bi
2024-09-20 11:32:00,telegram,bot-send,{15924401},web-2409
2025-01-23 15:42:00,telegram,paid-placement,"{11787181,12343743,25212617}",autoweb-yandex
2025-01-23 16:03:00,telegram,paid-placement,{15922897},autoweb-yandex
2024-02-07 14:07:00,unisender,email,"{15889391,16766247,19329846,20771041}",6 каверз
2024-02-07 14:48:00,unisender,email,"{17000877,18084425,20490435,22069703,24667759}",6 каверз
2024-05-06 20:56:00,telegram,bot,{15378039},Экскурсия
2024-05-06 20:58:00,telegram,bot,{15378039},Оплата
2024-05-06 22:16:00,unisender,email,{16765561},Python-FREE
2024-05-06 22:30:00,telegram,bot-send,"{17123447,19839367}",DA-TEST-START
2024-07-05 08:15:00,unisender,email,{11989079},web_09_07
2024-07-05 08:16:00,unisender,email,"{16572479,17133213}",web_09_07
2024-07-05 08:17:00,unisender,email,"{16815989,19322542,20014965}",web_09_07
2024-07-05 08:17:00,unisender,email,"{5983741,16765093}",web_09_07
2024-07-05 08:17:00,unisender,email,"{16815989,19322542,20014965}",web_09_07
2024-07-05 08:19:00,unisender,email,"{15950709,16529323,16770067}",web_09_07
2024-07-05 08:29:00,unisender,email,"{16013985,17154261,19412264,20682793}",web_09_07
2024-10-14 12:07:00,telegram,bot-send,"{16011643,16871171,19092417}",Консультация
2024-07-05 08:41:00,telegram,bot-send,{16542771},web_09_07
2024-07-05 08:43:00,telegram,social,"{11787181,12343743,25212617}",web_09_07
2024-07-05 08:44:00,telegram,social,"{16275885,17101289}",web_09_07
2024-07-05 08:44:00,telegram,bot-send,{15922359},web_09_07
2024-07-05 08:47:00,unisender,email,"{17156637,20605369,20764479}",web_09_07
2024-07-05 08:48:00,telegram,bot-send,"{16784957,20490049}",web_09_07
2024-07-05 08:52:00,unisender,email,"{15928337,19015561,19024235}",web_09_07
2024-07-05 08:54:00,telegram,bot-send,{16191753},web_09_07
2024-07-05 09:07:00,telegram,bot-send,"{15621747,16768801}",web_09_07
2024-07-05 09:10:00,telegram,bot-send,{15960225},web_09_07
2024-07-05 09:11:00,telegram,bot-send,{15588591},web_09_07
2024-07-05 09:19:00,telegram,bot-send,"{15946775,16785195,17577077}",web_09_07
2024-07-05 09:58:00,unisender,email,"{16003565,16764873,17290925,17553527,17829067,19544884,19867361,20886197,24161655,24395845}",web_09_07
2024-07-05 10:13:00,unisender,email,"{15895095,16011643,19032967}",web_09_07
2024-07-05 10:31:00,unisender,email,{16816361},web_09_07
2024-07-05 11:44:00,telegram,bot-send,"{16531399,16771081}",МК-Python
2024-07-05 11:53:00,telegram,social,{16463705},PRODUCT-TEST-START
2024-07-05 12:07:00,telegram,social,{16762377},web_09_07
2024-07-05 12:49:00,telegram,bot-send,"{16762199,18914983,20980525}",web_09_07
2024-08-20 16:03:00,telegram,social,"{17123457,17541177,18678281,21487554}",intensive-analyst
2024-11-06 09:59:00,telegram,bot-send,"{15922439,19436980,20455897}",web-0611
2024-11-06 10:28:00,telegram,bot-send,{16528793},web-0611
2024-11-06 14:31:00,telegram,social,"{17143617,20730839}",web-0611
2024-11-06 14:31:00,telegram,social,"{5848071,20887407}",web-0611
2024-11-06 14:58:00,telegram,social,"{16743379,19453462,21000955}",web-0611
2024-10-15 15:57:00,telegram,bot-send,{16051969},web-power-bi
2024-11-06 15:10:00,telegram,social,"{17143617,20730839}",web-0611
2024-11-06 15:11:00,unisender,email,{16003203},web-0611
2024-11-06 15:18:00,telegram,bot-send,{16238231},web-0611
2024-11-06 15:50:00,vkontakte,social,"{15539937,16762403}",web-0611
2024-11-06 15:52:00,unisender,email,"{16815989,19322542,20014965}",web-0611
2024-11-06 15:54:00,telegram,social,{16529429},web-0611
2024-11-06 15:56:00,telegram,bot-send,{16003201},web-power-bi
2024-11-06 15:56:00,telegram,social,{11789383},web-0611
2024-11-06 15:57:00,telegram,bot-send,{16528793},web-0611
2024-11-06 15:58:00,unisender,email,"{15928337,19015561,19024235}",web-0611
2024-11-06 15:58:00,telegram,social,{5801595},web-0611
2024-11-06 15:59:00,unisender,email,"{15928337,19015561,19024235}",web-0611
2024-11-06 15:59:00,telegram,bot-send,{16764879},web-0611
2024-11-06 16:01:00,telegram,bot-send,"{16763135,17560101}",web-0611
2024-11-06 16:01:00,telegram,social,"{17151209,19295911,21692221}",web-0611
2024-11-06 16:01:00,unisender,email,"{15921749,16695207,16773339}",web-0611
2024-11-06 16:02:00,unisender,email,{15556555},web-0611
2024-11-06 16:02:00,unisender,email,{16924767},web-0611
2024-11-06 16:03:00,telegram,bot-send,{9327543},web-0611
2024-11-06 16:03:00,telegram,bot-send,{17034101},web-0611
2024-11-06 16:04:00,telegram,bot-send,{17034101},web-0611
2024-11-06 16:04:00,telegram,social,{11789383},web-0611
2024-11-06 16:04:00,unisender,email,"{15921589,16766225,18451399}",web-0611
2024-11-06 16:05:00,telegram,bot-send,{16299591},web-0611
2024-11-06 16:05:00,unisender,email,"{9343497,22856197,25323757}",web-0611
2024-11-06 16:06:00,telegram,bot-send,{16299591},web-0611
2024-11-06 16:07:00,unisender,email,"{15928337,19015561,19024235}",web-0611
2024-11-06 16:09:00,telegram,bot-send,"{11787181,12343743,25212617}",web-0611
2024-11-06 16:10:00,telegram,social,"{17143617,20730839}",web-0611
2024-11-06 16:13:00,telegram,social,{13904427},web-0611
2024-11-06 16:13:00,unisender,email,"{15895095,16011643,19032967}",web-0611
2024-11-06 16:15:00,unisender,email,"{9343497,22856197,25323757}",web-0611
2024-11-06 16:16:00,telegram,bot-send,{9327543},web-0611
2024-11-06 17:42:00,telegram,bot-send,{15538843},web-0611
2024-11-08 09:45:00,unisender,email,"{16669409,24574945}",web-1211
2024-11-08 16:28:00,telegram,social,"{15933065,16754539}",web-1211
2024-11-08 19:41:00,unisender,email,"{8853445,19554774}",web-1211
2024-11-11 10:04:00,,,"{15708039,16764909,23523293}",Студент
2024-11-12 09:21:00,unisender,email,{13904427},web-1211
2024-11-12 09:22:00,telegram,social,{17118163},web-1211
2024-11-12 09:46:00,unisender,email,"{16529705,17157253}",web-1211
2024-11-12 15:57:00,unisender,email,{17212651},web-1211
2024-12-11 16:28:00,telegram,social,{11377605},web-1112
2024-12-11 16:28:00,telegram,social,{11377605},web-1112
2024-12-12 13:35:00,telegram,social,{15922633},web-1112
2024-12-12 17:35:00,telegram,paid-placement,{16077105},web-1112
2024-12-12 18:59:00,telegram,bot-send,{5825307},web-1112
2024-12-24 15:18:00,unisender,email,{16037581},web-2412
2025-01-09 12:30:00,telegram,social,"{15908653,16763405}",advent
2025-01-09 14:26:00,telegram,bot-send,{5801075},advent
2025-01-09 15:17:00,telegram,paid-placement,{16002315},autoweb-yandex
2025-01-09 16:15:00,site,,{16820111},DA-TEST-START
2025-01-15 07:03:00,telegram,bot-send,"{1460603,23961501}",web-1401
2025-01-15 14:12:00,telegram,bot-send,"{17099545,17756329,18078281}",Ads-metrics
2025-01-23 09:19:00,telegram,bot-send,{17005839},portfolio ideas
2023-12-30 05:14:00,Unisender,email,"{17000877,18084425,20490435,22069703,24667759}",Pandas-v2
2025-01-24 08:25:00,telegram,bot-send,{16238231},web-2801
2025-01-24 08:32:00,telegram,bot-send,{16292997},web-2801
2025-01-24 08:35:00,telegram,bot-send,{16001333},web-2801
2025-01-17 16:23:00,telegram,bot-send,{15922837},web-2101
2024-01-03 20:15:00,bot,free-course-pandas,{15954809},Pandas-v2
2024-01-03 20:28:00,unisender,email,{15930551},Pandas-v2
2024-04-16 08:19:00,unisender,email,"{15921793,15927163,17122529}",SQL-16-04-24
2024-04-17 08:11:00,telegram,social,{17033243},Оплата
2024-04-18 16:26:00,telegram,social,"{15999793,17100049,18568773}",ROADMAP
2024-04-19 06:57:00,,,"{16739833,24522659}",Оплата
2024-04-19 07:03:00,,,"{16739833,24522659}",Оплата
2024-04-21 11:17:00,Unisender,email,"{16084821,20106453}",SPEC-DA-TEST-START
2024-05-23 10:28:00,unisender,email,"{15946741,16764241,20152897}",20ideas
2024-07-06 08:56:00,telegram,bot-send,"{16013171,16762871}",web_09_07
2024-07-06 09:17:00,telegram,bot-send,{16531725},web_09_07
2024-07-06 13:14:00,unisender,email,"{16011643,16871171,19092417}",web_09_07
2024-07-06 13:16:00,unisender,email,{17098575},web_09_07
2024-07-06 15:49:00,telegram,social,{16087433},PRODUCT-TEST-START
2024-07-06 16:05:00,telegram,bot-send,{17177743},web_09_07
2024-07-06 16:22:00,telegram,social,{13166349},tinkoff-1
2024-07-06 17:12:00,unisender,email,{15929783},web_09_07
2024-07-06 17:36:00,telegram,social,"{16561641,17151733}",20ideas
2024-07-07 04:12:00,unisender,email,{15960225},web_09_07
2024-07-07 07:55:00,telegram,bot-send,"{16773339,17310203}",web_09_07
2024-07-07 13:33:00,telegram,social,{5825207},PRODUCT-TEST-START
2024-07-07 13:34:00,telegram,social,{5825207},PRODUCT-TEST
2024-07-07 14:27:00,admitad,,"{16762199,18914983,20980525}",Python-FREE
2024-07-07 16:37:00,telegram,social,"{9164281,17166441}",web_09_07
2024-07-08 06:22:00,unisender,email,{17162981},PRODUCT-TEST-START
2024-07-08 07:42:00,,,"{16774081,17032641}",PRODUCT-TEST
2024-07-08 09:15:00,unisender,email,"{16002965,18672699}",web_09_07
2024-07-08 09:20:00,telegram,social,"{16762199,18914983,20980525}",Python-FREE
2024-07-08 12:06:00,telegram,social,{16978579},web_09_07
2024-01-03 21:28:00,bot,events-simulative,"{15948581,16764269}",Pandas-pre
2024-07-08 14:17:00,telegram,bot-send,"{16531341,16775575}",web_09_07
2024-07-08 15:16:00,telegram,paid-placement,"{17150165,18698663}",web_09_07
2024-07-08 15:20:00,telegram,paid-placement,"{15908653,16763405}",web_09_07
2024-01-03 21:29:00,bot,events-simulative,"{15948581,16764269}",Pandas-v2
2024-01-03 21:29:00,bot,events-simulative,"{15948581,16764269}",Pandas-v2
2024-07-08 16:15:00,telegram,paid-placement,"{17122293,18713659}",web_09_07
2024-07-08 16:32:00,unisender,email,"{8358657,16574417}",PRODUCT-TEST-START
2024-07-08 16:42:00,unisender,email,"{8358657,16574417}",PRODUCT-TEST
2024-07-08 17:11:00,telegram,paid-placement,"{15999363,16775393}",web_09_07
2024-07-08 17:41:00,telegram,social,{16087433},PRODUCT-TEST-START
2024-07-08 18:06:00,telegram,social,{16087433},PRODUCT-TEST
2024-07-09 07:41:00,telegram,paid-placement,{16292997},web_09_07
2024-07-09 07:55:00,telegram,social,{17130693},web_09_07
2024-07-09 07:55:00,vkontakte,social,{12481235},web_09_07
2024-07-09 08:21:00,telegram,social,{16762351},web_09_07
2024-07-09 08:23:00,telegram,bot-send,{16842355},web_09_07
2024-07-09 08:23:00,telegram,bot-send,"{16003159,18616975}",PRODUCT-TEST-START
2024-07-09 08:23:00,telegram,bot-send,"{17000877,18084425,20490435,22069703,24667759}",web_09_07
2024-07-09 08:25:00,telegram,social,"{16003335,16767837}",web_09_07
2024-07-09 08:32:00,telegram,bot-send,"{16003159,18616975}",PRODUCT-TEST
2024-07-09 08:39:00,telegram,bot-send,{16003201},web_09_07
2024-07-09 08:39:00,telegram,bot-send,{15564527},web_09_07
2024-07-09 09:05:00,telegram,bot-send,"{16815413,17006383,17006385}",web_09_07
2024-07-09 09:06:00,telegram,bot-send,"{16815413,17006383,17006385}",web_09_07
2024-07-09 09:06:00,telegram,social,{5801595},PRODUCT-TEST-START
2024-07-09 09:10:00,telegram,bot-send,"{11792445,16764207}",web_09_07
2024-07-09 11:01:00,telegram,social,{16528805},web_09_07
2025-01-17 16:32:00,telegram,bot-send,"{7710743,14717267}",web-2101
2024-07-09 15:29:00,telegram,social,"{15948581,16764269}",web_09_07
2024-08-27 05:23:00,unisender,email,"{7710743,14717267}",Консультация
2024-09-24 16:03:00,telegram,social,"{15927075,16695207,16773339,17310203,17631349,18418999,23553585}",web-2409
2024-09-24 16:03:00,telegram,bot-send,{2494413},web-2409
2024-09-24 16:04:00,telegram,social,"{15924193,17562089}",web-2409
2024-11-06 17:48:00,telegram,bot-send,{5803341},web-2409
2024-11-06 18:45:00,telegram,bot-send,"{10787621,16772781}",web-0611
2024-11-06 20:51:00,telegram,social,"{5809673,6441653,19725721,24714571}",web-0611
2024-11-07 04:41:00,telegram,social,{16370861},Студент
2024-11-07 09:33:00,telegram,social,"{16017013,16532045,18912267}",web-0611
2024-11-07 11:41:00,vkontakte,social,{11377605},ROADMAP
2024-11-07 12:28:00,unisender,email,"{16570977,18237375}",plan-python
2024-11-07 12:55:00,telegram,bot-send,"{15922169,16767575}",web-0611
2024-11-07 13:32:00,telegram,social,"{5693721,16690195,18716943}",web-0611
2024-11-07 13:34:00,telegram,social,"{5693721,16690195,18716943}",web-0611
2024-11-07 16:05:00,telegram,bot-send,{12349789},web-0611
2024-11-08 07:15:00,telegram,paid-placement,"{11787181,12343743,25212617}",web-1211
2024-11-08 07:15:00,telegram,paid-placement,"{11787181,12343743,25212617}",web-1211
2024-11-11 11:45:00,telegram,social,"{15922169,16767575}",web-1211
2024-11-13 23:32:00,bloger,post,"{15921749,16695207,16773339}",web-1211
2024-11-14 00:10:00,unisender,email,"{5983741,16765093}",web-1211
2024-11-14 00:27:00,telegram,paid-placement,"{16013171,16762871}",web-1211
2024-11-14 00:28:00,unisender,email,"{15889391,16766247,19329846,20771041}",web-1211
2024-11-14 00:28:00,telegram,social,"{7710743,14717267}",web-1211
2024-11-14 00:29:00,telegram,social,"{7710743,14717267}",web-1211
2024-11-14 00:29:00,telegram,social,"{7710743,14717267}",web-1211
2024-11-14 00:30:00,telegram,social,"{7710743,14717267}",web-1211
2024-11-14 00:30:00,telegram,bot-send,{16256923},web-1211
2024-11-14 00:30:00,unisender,email,"{15922681,16560611}",web-1211
2024-11-29 09:08:00,telegram,bot-send,{15588591},web-0412
2024-01-03 23:45:00,unisender,email,{9327543},Pandas-pre
2025-01-23 09:05:00,telegram,bot-send,{16770865},portfolio ideas
2024-10-15 16:01:00,telegram,social,"{15208695,17145269,21719045}",web-power-bi
2024-02-07 17:13:00,unisender,email,{15556555},6 каверз
2024-05-23 10:33:00,telegram,social,"{17123457,17541177,18678281,21487554}",20ideas
2024-05-23 13:34:00,telegram,bot-send,{17005839},20ideas
2024-05-23 13:34:00,telegram,bot-send,"{8887233,16766255}",20ideas
2024-05-23 13:36:00,telegram,bot-send,"{8887233,16766255}",abc-portfolio
2024-05-23 13:51:00,telegram,bot-send,{2205259},20ideas
2024-05-23 13:59:00,telegram,bot-send,{15539831},20ideas
2024-05-23 14:05:00,unisender,email,"{15570281,16770335}",20ideas
2024-05-23 15:14:00,,,"{5814679,20781819}",20ideas
2024-05-23 15:19:00,telegram,bot-send,"{15548959,16763825,18256737,19434630}",20ideas
2024-05-23 15:24:00,telegram,bot-send,"{16773339,17631349,18418999,23464085}",20ideas
2024-05-23 17:51:00,telegram,bot-send,{15930551},20ideas
2024-05-23 17:52:00,telegram,bot-send,{15930551},20ideas
2024-05-23 18:58:00,telegram,bot-send,{15270129},20ideas
2024-05-23 19:03:00,vk_ads,cpm,"{16003565,16764873,17290925,17553527,17829067,19544884,19867361,20886197,24161655,24395845}",Workshop-RFM
2024-05-24 04:27:00,telegram,bot-send,"{16744437,20683779,21610186}",20ideas
2024-05-24 09:05:00,telegram,social,"{12718265,18840823,21317974}",20ideas
2024-05-24 09:05:00,telegram,social,"{12718265,18840823,21317974}",20ideas
2024-05-25 04:18:00,telegram,bot-send,{15929783},20ideas
2024-05-25 04:33:00,old-lms,menu,{16572265},СОБЕС-ДЕМО
2024-05-25 06:48:00,telegram,social,"{16552793,17148487}",20ideas
2024-05-25 09:10:00,telegram,bot-send,"{9649707,18908843,24129719}",20ideas
2024-05-25 13:55:00,telegram,bot-send,"{16084821,20106453}",20ideas
2024-05-25 16:41:00,amo,email,"{16003565,16764873,17290925,17553527,17829067,19544884,19867361,20886197,24161655,24395845}",Заморозка
2024-05-26 06:23:00,telegram,bot-send,"{11792445,16764207}",20ideas
2024-05-26 12:42:00,,,{9041779},DA-TEST-START
2024-05-27 07:03:00,telegram,social,{12488361},20ideas
2024-05-27 07:39:00,telegram,social,"{15999339,16764375}",Экскурсия
2024-05-27 14:02:00,telegram,bot-send,{13166349},Предзапись DA
2024-05-28 07:23:00,unisender,email,"{16561641,17151733}",DA-TEST-START
2024-01-16 14:06:00,unisender,email,{12143247},Pandas-v3
2024-09-24 16:09:00,telegram,bot-send,"{16084991,16977925,18659265}",web-2409
